country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Japan2005IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;102.712431;;;2004;102.601561
Japan2006IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;103.887236;;;2005;102.712431
Japan2007IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;104.653049;;;2006;103.887236
Japan2008IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;103.62194;;;2007;104.653049
Japan2009IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;99.118998;;;2008;103.62194
Japan2010IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;99.118998
Japan2011IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;99.817374;;;2010;100
Japan2012IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;100.590806;;;2011;99.817374
Japan2013IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;100.700112;;;2012;100.590806
Japan2014IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;101.055844;;;2013;100.700112
Japan2015IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;101.027847;;;2014;101.055844
Japan2016IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;101.837198;;;2015;101.027847
Japan2017IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;102.709556;;;2016;101.837198
Japan2018IndexLabour utilisation (=hours worked per head of population);JPN;Japan;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;103.237239;;;2017;102.709556
Russia1995IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;65.63778;;;1994;#N/A
Russia1996IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;64.227345;;;1995;65.63778
Russia1997IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;66.143355;;;1996;64.227345
Russia1998IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;64.641363;;;1997;66.143355
Russia1999IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;63.267819;;;1998;64.641363
Russia2000IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;66.737608;;;1999;63.267819
Russia2001IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;70.149276;;;2000;66.737608
Russia2002IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;71.711733;;;2001;70.149276
Russia2003IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;76.779931;;;2002;71.711733
Russia2004IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;81.259084;;;2003;76.779931
Russia2005IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;85.478049;;;2004;81.259084
Russia2006IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;91.114058;;;2005;85.478049
Russia2007IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;96.438455;;;2006;91.114058
Russia2008IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;101.036201;;;2007;96.438455
Russia2009IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;96.476302;;;2008;101.036201
Russia2010IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;96.476302
Russia2011IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;102.558838;;;2010;100
Russia2012IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;105.125449;;;2011;102.558838
Russia2013IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;107.341369;;;2012;105.125449
Russia2014IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;107.639289;;;2013;107.341369
Russia2015IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;103.826463;;;2014;107.639289
Russia2016IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;103.703923;;;2015;103.826463
Russia2017IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;105.440156;E;Estimated value;2016;103.703923
Russia2018IndexGDP per hour worked, constant prices ;RUS;Russia;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;107.673473;E;Estimated value;2017;105.440156
China (People's Republic of)1970IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1970;1970;IDX;Index;0;Units;2010_100;2010=100;4.945111;;;1969;#N/A
China (People's Republic of)1971IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1971;1971;IDX;Index;0;Units;2010_100;2010=100;5.156024;;;1970;4.945111
China (People's Republic of)1972IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1972;1972;IDX;Index;0;Units;2010_100;2010=100;5.23369;;;1971;5.156024
China (People's Republic of)1973IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1973;1973;IDX;Index;0;Units;2010_100;2010=100;5.511893;;;1972;5.23369
China (People's Republic of)1974IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1974;1974;IDX;Index;0;Units;2010_100;2010=100;5.538337;;;1973;5.511893
China (People's Republic of)1975IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1975;1975;IDX;Index;0;Units;2010_100;2010=100;5.918718;;;1974;5.538337
China (People's Republic of)1976IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1976;1976;IDX;Index;0;Units;2010_100;2010=100;5.745755;;;1975;5.918718
China (People's Republic of)1977IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1977;1977;IDX;Index;0;Units;2010_100;2010=100;6.099221;;;1976;5.745755
China (People's Republic of)1978IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1978;1978;IDX;Index;0;Units;2010_100;2010=100;6.719702;;;1977;6.099221
China (People's Republic of)1979IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1979;1979;IDX;Index;0;Units;2010_100;2010=100;7.13481;;;1978;6.719702
China (People's Republic of)1980IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1980;1980;IDX;Index;0;Units;2010_100;2010=100;7.603009;;;1979;7.13481
China (People's Republic of)1981IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1981;1981;IDX;Index;0;Units;2010_100;2010=100;7.882462;;;1980;7.603009
China (People's Republic of)1982IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1982;1982;IDX;Index;0;Units;2010_100;2010=100;8.459674;;;1981;7.882462
China (People's Republic of)1983IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1983;1983;IDX;Index;0;Units;2010_100;2010=100;9.247454;;;1982;8.459674
China (People's Republic of)1984IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1984;1984;IDX;Index;0;Units;2010_100;2010=100;10.514707;;;1983;9.247454
China (People's Republic of)1985IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1985;1985;IDX;Index;0;Units;2010_100;2010=100;11.75857;;;1984;10.514707
China (People's Republic of)1986IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1986;1986;IDX;Index;0;Units;2010_100;2010=100;12.613522;;;1985;11.75857
China (People's Republic of)1987IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1987;1987;IDX;Index;0;Units;2010_100;2010=100;13.85294;;;1986;12.613522
China (People's Republic of)1988IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1988;1988;IDX;Index;0;Units;2010_100;2010=100;15.168135;;;1987;13.85294
China (People's Republic of)1989IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1989;1989;IDX;Index;0;Units;2010_100;2010=100;15.570779;;;1988;15.168135
China (People's Republic of)1990IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;15.950571;;;1989;15.570779
China (People's Republic of)1991IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;17.203784;;;1990;15.950571
China (People's Republic of)1992IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;19.424929;;;1991;17.203784
China (People's Republic of)1993IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;21.87058;;;1992;19.424929
China (People's Republic of)1994IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;24.446769;;;1993;21.87058
China (People's Republic of)1995IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;26.840052;;;1994;24.446769
China (People's Republic of)1996IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;29.197622;;;1995;26.840052
China (People's Republic of)1997IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;31.575431;;;1996;29.197622
China (People's Republic of)1998IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;33.743033;;;1997;31.575431
China (People's Republic of)1999IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;36.032235;;;1998;33.743033
China (People's Republic of)2000IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;38.796209;;;1999;36.032235
China (People's Republic of)2001IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;41.739044;;;2000;38.796209
China (People's Republic of)2002IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;45.258431;;;2001;41.739044
China (People's Republic of)2003IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;49.503206;;;2002;45.258431
China (People's Republic of)2004IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;54.190675;;;2003;49.503206
China (People's Republic of)2005IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;60.010917;;;2004;54.190675
China (People's Republic of)2006IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;67.288782;;;2005;60.010917
China (People's Republic of)2007IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;76.468379;;;2006;67.288782
China (People's Republic of)2008IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;83.42317;;;2007;76.468379
China (People's Republic of)2009IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;90.820739;;;2008;83.42317
China (People's Republic of)2010IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;90.820739
China (People's Republic of)2011IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;109.015582;;;2010;100
China (People's Republic of)2012IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;116.999728;;;2011;109.015582
China (People's Republic of)2013IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;125.458115;;;2012;116.999728
China (People's Republic of)2014IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;133.911393;;;2013;125.458115
China (People's Republic of)2015IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;142.443392;;;2014;133.911393
China (People's Republic of)2016IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;151.125961;;;2015;142.443392
China (People's Republic of)2017IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;160.546794;E;Estimated value;2016;151.125961
China (People's Republic of)2018IndexGDP per capita, constant prices ;CHN;China (People's Republic of);T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;170.492839;E;Estimated value;2017;160.546794
Australia1970IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1970;1970;IDX;Index;0;Units;2010_100;2010=100;90.256924;;;1969;#N/A
Australia1971IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1971;1971;IDX;Index;0;Units;2010_100;2010=100;87.792825;;;1970;90.256924
Australia1972IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1972;1972;IDX;Index;0;Units;2010_100;2010=100;86.761094;;;1971;87.792825
Australia1973IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1973;1973;IDX;Index;0;Units;2010_100;2010=100;87.165015;;;1972;86.761094
Australia1974IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1974;1974;IDX;Index;0;Units;2010_100;2010=100;88.358139;;;1973;87.165015
Australia1975IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1975;1975;IDX;Index;0;Units;2010_100;2010=100;86.552851;;;1974;88.358139
Australia1976IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1976;1976;IDX;Index;0;Units;2010_100;2010=100;87.311499;;;1975;86.552851
Australia1977IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1977;1977;IDX;Index;0;Units;2010_100;2010=100;87.135646;;;1976;87.311499
Australia1978IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1978;1978;IDX;Index;0;Units;2010_100;2010=100;86.088778;;;1977;87.135646
Australia1979IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1979;1979;IDX;Index;0;Units;2010_100;2010=100;87.234817;;;1978;86.088778
Australia1980IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1980;1980;IDX;Index;0;Units;2010_100;2010=100;87.956137;;;1979;87.234817
Australia1981IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1981;1981;IDX;Index;0;Units;2010_100;2010=100;87.589615;;;1980;87.956137
Australia1982IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1982;1982;IDX;Index;0;Units;2010_100;2010=100;83.133295;;;1981;87.589615
Australia1983IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1983;1983;IDX;Index;0;Units;2010_100;2010=100;83.664428;;;1982;83.133295
Australia1984IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1984;1984;IDX;Index;0;Units;2010_100;2010=100;85.143147;;;1983;83.664428
Australia1985IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1985;1985;IDX;Index;0;Units;2010_100;2010=100;87.568189;;;1984;85.143147
Australia1986IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1986;1986;IDX;Index;0;Units;2010_100;2010=100;88.465488;;;1985;87.568189
Australia1987IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1987;1987;IDX;Index;0;Units;2010_100;2010=100;90.210349;;;1986;88.465488
Australia1988IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1988;1988;IDX;Index;0;Units;2010_100;2010=100;92.462979;;;1987;90.210349
Australia1989IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1989;1989;IDX;Index;0;Units;2010_100;2010=100;93.849293;;;1988;92.462979
Australia1990IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;93.795109;;;1989;93.849293
Australia1991IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;90.914294;;;1990;93.795109
Australia1992IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;90.7483;;;1991;90.914294
Australia1993IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;93.322581;;;1992;90.7483
Australia1994IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;95.805294;;;1993;93.322581
Australia1995IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;95.532355;;;1994;95.805294
Australia1996IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;94.787608;;;1995;95.532355
Australia1997IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;94.880275;;;1996;94.787608
Australia1998IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;95.569708;;;1997;94.880275
Australia1999IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;97.387664;;;1998;95.569708
Australia2000IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;97.14375;;;1999;97.387664
Australia2001IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;96.379696;;;2000;97.14375
Australia2002IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;96.787881;;;2001;96.379696
Australia2003IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;97.462576;;;2002;96.787881
Australia2004IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;99.801804;;;2003;97.462576
Australia2005IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;100.934805;;;2004;99.801804
